Date,High,Low,Open,Close,Volume
2022-10-24,120.38999938964844,116.56999969482422,119.9800033569336,119.81999969482422,49531500
2022-10-25,121.31999969482422,118.94999694824219,119.6500015258789,120.5999984741211,50934600
2022-10-26,119.3499984741211,114.76000213623047,116.0,115.66000366210938,68802300
2022-10-27,114.12000274658203,109.7699966430664,113.91999816894531,110.95999908447266,129605400
2022-10-28,103.95999908447266,97.66000366210938,97.91000366210938,103.41000366210938,223133400
2022-10-31,104.87000274658203,100.73999786376953,103.55999755859375,102.44000244140625,99251400
2022-11-01,104.58000183105469,96.05999755859375,103.98999786376953,96.79000091552734,153370000
2022-11-02,97.73999786376953,92.01000213623047,97.31999969482422,92.12000274658203,135761800
2022-11-03,93.5,89.0199966430664,92.47000122070312,89.30000305175781,136683300
2022-11-04,92.44000244140625,88.04000091552734,91.48999786376953,90.9800033569336,129101300
2022-11-07,92.0999984741211,89.04000091552734,91.94999694824219,90.52999877929688,77495700
2022-11-08,91.72000122070312,88.2300033569336,90.79000091552734,89.9800033569336,88703400
2022-11-09,89.4800033569336,85.87000274658203,89.47000122070312,86.13999938964844,90796200
2022-11-10,98.69000244140625,91.6500015258789,92.94000244140625,96.62999725341797,173414900
2022-11-11,101.19000244140625,96.66000366210938,97.87999725341797,100.79000091552734,111590500
2022-11-14,100.12000274658203,97.29000091552734,98.7699966430664,98.48999786376953,99533100
2022-11-15,103.79000091552734,97.33999633789062,103.20999908447266,98.94000244140625,111336300
2022-11-16,98.48999786376953,95.54000091552734,96.8499984741211,97.12000274658203,87958800
2022-11-17,96.97000122070312,94.02999877929688,95.37000274658203,94.8499984741211,82617900
2022-11-18,95.98999786376953,92.4800033569336,95.94999694824219,94.13999938964844,72428200
2022-11-21,95.0199966430664,90.58999633789062,93.97000122070312,92.45999908447266,84330300
2022-11-22,93.3499984741211,90.87000274658203,92.62000274658203,93.19999694824219,62192000
2022-11-23,94.58000183105469,92.83000183105469,93.23999786376953,94.12999725341797,59414700
2022-11-25,94.43000030517578,93.06999969482422,93.79000091552734,93.41000366210938,35088600
2022-11-28,96.4000015258789,93.43000030517578,93.93000030517578,93.94999694824219,74943100
2022-11-29,94.41000366210938,91.44000244140625,94.04000091552734,92.41999816894531,65567300
2022-11-30,96.54000091552734,91.52999877929688,92.47000122070312,96.54000091552734,102805800
2022-12-01,97.2300033569336,94.91999816894531,96.98999786376953,95.5,68488000
2022-12-02,95.36000061035156,93.77999877929688,94.4800033569336,94.12999725341797,72496400
2022-12-05,94.05999755859375,90.81999969482422,93.05000305175781,91.01000213623047,71535500
2022-12-06,91.04000091552734,87.9000015258789,90.5,88.25,75503600
2022-12-07,89.88999938964844,87.4800033569336,88.33999633789062,88.45999908447266,68086900
2022-12-08,90.86000061035156,87.87999725341797,89.23999786376953,90.3499984741211,73305900
2022-12-09,90.30000305175781,88.62999725341797,88.9000015258789,89.08999633789062,67398500
2022-12-12,90.58000183105469,87.87000274658203,89.20999908447266,90.55000305175781,61999800
2022-12-13,96.25,90.5199966430664,95.2300033569336,92.48999786376953,100212000
2022-12-14,93.45999908447266,89.87000274658203,92.5,91.58000183105469,70298000
2022-12-15,89.97000122070312,87.47000122070312,89.88999938964844,88.44999694824219,84802900
2022-12-16,89.3499984741211,86.7300033569336,88.2699966430664,87.86000061035156,146144100
2022-12-19,87.62999725341797,84.51000213623047,87.51000213623047,84.91999816894531,83531500
2022-12-20,86.61000061035156,84.33000183105469,85.33000183105469,85.19000244140625,74348300
2022-12-21,87.2300033569336,85.20999908447266,86.18000030517578,86.7699966430664,59267200
2022-12-22,85.68000030517578,82.25,85.5199966430664,83.79000091552734,81431300
2022-12-23,85.77999877929688,82.93000030517578,83.25,85.25,57433700
2022-12-27,85.3499984741211,83.0,84.97000122070312,83.04000091552734,57284000
2022-12-28,83.4800033569336,81.69000244140625,82.80000305175781,81.81999969482422,58228600
2022-12-29,84.55000305175781,82.55000305175781,82.87000274658203,84.18000030517578,54995900
2022-12-30,84.05000305175781,82.47000122070312,83.12000274658203,84.0,62401200
2023-01-03,86.95999908447266,84.20999908447266,85.45999908447266,85.81999969482422,76706000
2023-01-04,86.9800033569336,83.36000061035156,86.55000305175781,85.13999938964844,68885100
2023-01-05,85.41999816894531,83.06999969482422,85.33000183105469,83.12000274658203,67930800
2023-01-06,86.4000015258789,81.43000030517578,83.02999877929688,86.08000183105469,83303400
2023-01-09,89.4800033569336,87.08000183105469,87.45999908447266,87.36000061035156,65266100
2023-01-10,90.19000244140625,87.29000091552734,87.56999969482422,89.87000274658203,67756600
2023-01-11,95.26000213623047,90.93000030517578,90.93000030517578,95.08999633789062,103126200
2023-01-12,97.19000244140625,93.5,96.93000030517578,95.2699966430664,85254800
2023-01-13,98.37000274658203,94.12000274658203,94.18000030517578,98.12000274658203,85549400
2023-01-17,98.88999938964844,95.7300033569336,98.68000030517578,96.05000305175781,72755000
2023-01-18,99.31999969482422,95.37999725341797,97.25,95.45999908447266,79570400
2023-01-19,95.44000244140625,92.86000061035156,94.73999786376953,93.68000030517578,69002700
2023-01-20,97.3499984741211,93.19999694824219,93.86000061035156,97.25,67481500
2023-01-23,97.77999877929688,95.86000061035156,97.55999755859375,97.5199966430664,76501100
2023-01-24,98.08999633789062,96.0,96.93000030517578,96.31999969482422,66929500
2023-01-25,97.23999786376953,91.5199966430664,92.55999755859375,97.18000030517578,94261600
2023-01-26,99.48999786376953,96.91999816894531,98.23999786376953,99.22000122070312,68523600
2023-01-27,103.48999786376953,99.52999877929688,99.52999877929688,102.23999786376953,87775600
2023-01-30,101.73999786376953,99.01000213623047,101.08999633789062,100.55000305175781,70691900
2023-01-31,103.3499984741211,101.13999938964844,101.16000366210938,103.12999725341797,66527300
2023-02-01,106.23999786376953,101.23999786376953,102.52999877929688,105.1500015258789,80450100
2023-02-02,114.0,108.87999725341797,110.25,112.91000366210938,158154200
2023-02-03,108.77999877929688,102.5199966430664,105.26000213623047,103.38999938964844,144374800
2023-02-06,103.94999694824219,100.6500015258789,102.93000030517578,102.18000030517578,81945200
2023-02-07,102.41000366210938,98.08000183105469,101.16999816894531,102.11000061035156,119501300
2023-02-08,102.66999816894531,98.77999877929688,102.04000091552734,100.05000305175781,75878300
2023-02-09,101.77999877929688,97.56999969482422,101.31999969482422,98.23999786376953,64622500
2023-02-10,98.81999969482422,96.2300033569336,97.55999755859375,97.61000061035156,52740100
2023-02-13,99.68000030517578,96.91000366210938,97.8499984741211,99.54000091552734,52841500
2023-02-14,100.91999816894531,97.5199966430664,98.41000366210938,99.69999694824219,56202900
2023-02-15,101.16999816894531,98.44999694824219,99.08999633789062,101.16000366210938,47957600
2023-02-16,100.62999725341797,98.0999984741211,99.20999908447266,98.1500015258789,56339200
2023-02-17,97.94000244140625,95.6500015258789,97.80000305175781,97.19999694824219,60029400
2023-02-21,95.61000061035156,94.2699966430664,95.33999633789062,94.58000183105469,56580400
2023-02-22,97.01000213623047,94.80000305175781,95.0999984741211,95.79000091552734,59534100
2023-02-23,96.43000030517578,93.66999816894531,96.12000274658203,95.81999969482422,48467000
2023-02-24,94.13999938964844,92.31999969482422,93.52999877929688,93.5,57053800
2023-02-27,94.77999877929688,93.13999938964844,94.27999877929688,93.76000213623047,47470300
2023-02-28,94.69000244140625,92.91999816894531,93.13999938964844,94.2300033569336,43959300
2023-03-01,94.68000030517578,91.58999633789062,93.87000274658203,92.16999816894531,52299500
2023-03-02,92.2300033569336,90.38999938964844,91.41000366210938,92.12999725341797,55509400
2023-03-03,94.94000244140625,92.66000366210938,92.73999786376953,94.9000015258789,55759600
2023-03-06,96.55000305175781,93.73999786376953,95.19000244140625,93.75,52112400
2023-03-07,95.08999633789062,92.77999877929688,94.05999755859375,93.55000305175781,49100700
2023-03-08,94.16999816894531,92.18000030517578,93.5999984741211,93.91999816894531,44899100
2023-03-09,96.20999908447266,92.18000030517578,93.68000030517578,92.25,56218700
2023-03-10,93.56999969482422,90.25,92.66999816894531,90.7300033569336,69827500
2023-03-13,94.0199966430664,88.12000274658203,89.97000122070312,92.43000030517578,72397100
2023-03-14,95.06999969482422,92.70999908447266,93.83000183105469,94.87999725341797,60912700
2023-03-15,96.66999816894531,93.06999969482422,93.22000122070312,96.19999694824219,70731800
2023-03-16,100.98999786376953,95.61000061035156,95.75,100.04000091552734,84446900
2023-03-17,100.66000366210938,97.45999908447266,99.79000091552734,98.94999694824219,87300200
2023-03-20,98.4800033569336,95.69999694824219,98.41000366210938,97.70999908447266,62388900
2023-03-21,100.8499984741211,98.0,98.13999938964844,100.61000061035156,58597300
2023-03-22,102.0999984741211,98.61000061035156,100.44999694824219,98.69999694824219,57475400
2023-03-23,101.05999755859375,97.62000274658203,100.43000030517578,98.70999908447266,57559300
2023-03-24,98.30000305175781,96.4000015258789,98.06999969482422,98.12999725341797,56095400
2023-03-27,99.33999633789062,97.08000183105469,99.06999969482422,98.04000091552734,46721300
2023-03-28,98.44000244140625,96.29000091552734,98.11000061035156,97.23999786376953,38720100
2023-03-29,100.41999816894531,98.55999755859375,98.69000244140625,100.25,49783300
2023-03-30,103.04000091552734,101.01000213623047,101.55000305175781,102.0,53633400
2023-03-31,103.48999786376953,101.94999694824219,102.16000366210938,103.29000091552734,56750300
2023-04-03,103.29000091552734,101.43000030517578,102.30000305175781,102.41000366210938,41135700
2023-04-04,104.19999694824219,102.11000061035156,102.75,103.94999694824219,48662500
2023-04-05,103.91000366210938,100.75,103.91000366210938,101.0999984741211,45175400
2023-04-06,102.37999725341797,99.80000305175781,100.75,102.05999755859375,43808000
2023-04-10,102.19999694824219,99.56999969482422,100.95999908447266,102.16999816894531,37261200
2023-04-11,101.0,99.01000213623047,100.80000305175781,99.91999816894531,60417800
2023-04-12,100.51000213623047,97.70999908447266,100.4000015258789,97.83000183105469,56735000
2023-04-13,102.56999969482422,98.70999908447266,98.94999694824219,102.4000015258789,67925100
2023-04-14,103.19999694824219,101.11000061035156,102.06999969482422,102.51000213623047,51450500
2023-04-17,103.7300033569336,101.58999633789062,103.16000366210938,102.73999786376953,39919500
2023-04-18,104.19999694824219,101.5199966430664,103.94999694824219,102.30000305175781,39790500
2023-04-19,105.12000274658203,101.38999938964844,101.58000183105469,104.30000305175781,58398900
2023-04-20,105.25,103.20999908447266,103.52999877929688,103.80999755859375,57696900
2023-04-21,108.1500015258789,105.08000183105469,106.0999984741211,106.95999908447266,86774200
2023-04-24,109.2300033569336,105.06999969482422,107.66000366210938,106.20999908447266,69575600
2023-04-25,105.44999694824219,102.44999694824219,104.91000366210938,102.56999969482422,65026800
2023-04-26,106.62000274658203,104.0999984741211,105.04000091552734,104.9800033569336,73803800
2023-04-27,110.86000061035156,106.80000305175781,108.16000366210938,109.81999969482422,149961200
2023-04-28,109.4800033569336,104.33000183105469,107.7300033569336,105.44999694824219,130565000
2023-05-01,105.2300033569336,101.81999969482422,104.94999694824219,102.05000305175781,74728100
2023-05-02,103.9000015258789,101.1500015258789,101.47000122070312,103.62999725341797,73469400
2023-05-03,105.95999908447266,103.27999877929688,103.73999786376953,103.6500015258789,65051900
2023-05-04,105.38999938964844,103.30999755859375,104.04000091552734,104.0,45345500
2023-05-05,105.76000213623047,103.55000305175781,104.2699966430664,105.66000366210938,56912900
2023-05-08,106.0999984741211,104.69999694824219,105.04000091552734,105.83000183105469,49430900
2023-05-09,106.79000091552734,105.16000366210938,105.4800033569336,106.62000274658203,44089400
2023-05-10,110.66999816894531,108.05000305175781,108.0999984741211,110.19000244140625,78627600
2023-05-11,113.27999877929688,110.48999786376953,111.02999877929688,112.18000030517578,74924800
2023-05-12,112.63999938964844,109.31999969482422,112.16000366210938,110.26000213623047,49810100
2023-05-15,112.29000091552734,109.25,111.1500015258789,111.19999694824219,53011100
2023-05-16,114.79000091552734,111.05000305175781,111.05000305175781,113.4000015258789,71472900
2023-05-17,115.83000183105469,114.22000122070312,114.88999938964844,115.5,65655200
2023-05-18,118.5999984741211,116.33999633789062,116.69000244140625,118.1500015258789,73174100
2023-05-19,118.30999755859375,115.69999694824219,118.16000366210938,116.25,54990200
2023-05-22,116.7699966430664,114.25,116.7699966430664,115.01000213623047,70741100
2023-05-23,117.13999938964844,113.77999877929688,114.2699966430664,114.98999786376953,67576300
2023-05-24,117.33999633789062,115.0199966430664,115.3499984741211,116.75,63487900
2023-05-25,116.87000274658203,114.30999755859375,116.62999725341797,115.0,66496700
2023-05-26,121.5,116.0199966430664,116.04000091552734,120.11000061035156,96779900
2023-05-30,122.91999816894531,119.86000061035156,122.37000274658203,121.66000366210938,64314800
2023-05-31,122.04000091552734,119.16999816894531,121.44999694824219,120.58000183105469,72800800
2023-06-01,123.48999786376953,119.93000030517578,120.69000244140625,122.7699966430664,54375100
2023-06-02,126.38999938964844,124.0199966430664,124.91999816894531,124.25,61215000
2023-06-05,125.80000305175781,123.02999877929688,123.36000061035156,125.30000305175781,47950100
2023-06-06,127.4000015258789,125.0,125.06999969482422,126.61000061035156,45695200
2023-06-07,127.37000274658203,120.62999725341797,127.01000213623047,121.2300033569336,95663300
2023-06-08,125.62999725341797,122.26000213623047,123.01000213623047,124.25,62159300
2023-06-09,125.80000305175781,123.19000244140625,124.08000183105469,123.43000030517578,51330000
2023-06-12,126.77999877929688,123.52999877929688,124.0199966430664,126.56999969482422,51338000
2023-06-13,128.41000366210938,125.18000030517578,128.1199951171875,126.66000366210938,50564800
2023-06-14,126.94999694824219,124.12000274658203,126.69999694824219,126.41999816894531,52422500
2023-06-15,127.69000244140625,124.31999969482422,125.20999908447266,127.11000061035156,60458500
2023-06-16,127.9000015258789,125.30000305175781,127.70999908447266,125.48999786376953,84188100
2023-06-20,127.25,124.5,124.97000122070312,125.77999877929688,56930100
2023-06-21,126.7300033569336,123.8499984741211,125.63999938964844,124.83000183105469,52137700
2023-06-22,130.3300018310547,125.13999938964844,125.30999755859375,130.14999389648438,90354600
2023-06-23,130.83999633789062,128.27999877929688,129.11000061035156,129.3300018310547,71855200
2023-06-26,131.49000549316406,127.0999984741211,129.3300018310547,127.33000183105469,59989300
2023-06-27,130.08999633789062,127.55000305175781,128.6300048828125,129.17999267578125,46801000
2023-06-28,131.47999572753906,128.44000244140625,128.94000244140625,129.0399932861328,52149500
2023-06-29,129.25999450683594,127.26000213623047,128.77000427246094,127.9000015258789,40761000
2023-06-30,131.25,128.9499969482422,129.47000122070312,130.36000061035156,54310500
2023-07-03,131.85000610351562,130.07000732421875,130.82000732421875,130.22000122070312,28264800
2023-07-05,131.39999389648438,129.63999938964844,130.24000549316406,130.3800048828125,35895400
2023-07-06,128.72999572753906,127.37000274658203,128.25,128.36000061035156,40639900
2023-07-07,130.97000122070312,128.1300048828125,128.58999633789062,129.77999877929688,41928700
2023-07-10,129.27999877929688,125.91999816894531,129.07000732421875,127.12999725341797,61889300
2023-07-11,129.77000427246094,127.3499984741211,127.75,128.77999877929688,49951500
2023-07-12,131.25999450683594,128.8300018310547,130.30999755859375,130.8000030517578,54022800
2023-07-13,134.6699981689453,132.7100067138672,134.0399932861328,134.3000030517578,61170900
2023-07-14,136.64999389648438,134.05999755859375,134.05999755859375,134.67999267578125,54388100
2023-07-17,135.6199951171875,133.2100067138672,134.55999755859375,133.55999755859375,48450200
2023-07-18,133.86000061035156,131.35000610351562,132.7100067138672,132.8300018310547,54969100
2023-07-19,135.99000549316406,132.52999877929688,133.38999938964844,135.36000061035156,54531000
2023-07-20,134.7899932861328,129.3300018310547,134.07000732421875,129.9600067138672,59820600
2023-07-21,131.3699951171875,128.4199981689453,131.33999633789062,130.0,133265000
2023-07-24,131.66000366210938,128.35000610351562,130.30999755859375,128.8000030517578,45591100
2023-07-25,129.5800018310547,128.52999877929688,129.30999755859375,129.1300048828125,39236700
2023-07-26,129.0800018310547,126.11000061035156,126.51000213623047,128.14999389648438,53910100
2023-07-27,132.6300048828125,127.79000091552734,131.0,128.25,52610700
2023-07-28,133.00999450683594,129.3300018310547,129.69000244140625,132.2100067138672,46317400
2023-07-31,133.8699951171875,132.3800048828125,133.1999969482422,133.67999267578125,41901500
2023-08-01,133.69000244140625,131.6199951171875,133.5500030517578,131.69000244140625,42098500
2023-08-02,130.22999572753906,126.81999969482422,130.14999389648438,128.2100067138672,51027600
2023-08-03,129.83999633789062,126.41000366210938,127.4800033569336,128.91000366210938,88585200
2023-08-04,143.6300048828125,139.32000732421875,141.05999755859375,139.57000732421875,152938700
2023-08-07,142.5399932861328,138.9499969482422,140.99000549316406,142.22000122070312,71213100
2023-08-08,140.83999633789062,138.4199981689453,140.6199951171875,139.94000244140625,51710500
2023-08-09,140.32000732421875,137.10000610351562,139.97000122070312,137.85000610351562,50017300
2023-08-10,140.41000366210938,137.49000549316406,139.07000732421875,138.55999755859375,58928400
2023-08-11,139.3300018310547,137.0,137.39999389648438,138.41000366210938,42832100
2023-08-14,140.58999633789062,137.75,138.3000030517578,140.57000732421875,47148700
2023-08-15,141.27999877929688,137.22999572753906,140.0500030517578,137.6699981689453,42781500
2023-08-16,137.27000427246094,135.00999450683594,137.19000244140625,135.07000732421875,41675900
2023-08-17,136.08999633789062,133.52999877929688,135.4600067138672,133.97999572753906,48354100
2023-08-18,134.07000732421875,131.14999389648438,131.6199951171875,133.22000122070312,48469400
2023-08-21,135.19000244140625,132.7100067138672,133.74000549316406,134.67999267578125,41442500
2023-08-22,135.64999389648438,133.72999572753906,135.0800018310547,134.25,32935100
