Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %-10d,P/E Ratio
2018-06-29,172.00999450683594,172.9199981689453,171.39999389648438,171.64999389648438,36408500,QQQ,,,,,,,,,,30.193933
2018-07-02,170.0399932861328,172.85000610351562,169.6699981689453,172.8000030517578,31770000,QQQ,,,,,,,,,,30.193933
2018-07-03,173.4499969482422,173.4499969482422,170.6300048828125,170.8000030517578,25512700,QQQ,,,,,,,,,,30.193933
2018-07-05,171.91000366210938,173.05999755859375,171.02999877929688,172.9199981689453,31626200,QQQ,,,,,,,,,,30.193933
2018-07-06,173.32000732421875,175.74000549316406,173.0,175.61000061035156,37005600,QQQ,172.75599975585936,,,,,,,,,30.193933
2018-07-09,176.52000427246094,177.22999572753906,175.82000732421875,177.19000244140625,27362100,QQQ,173.86400146484374,,,,,,,,,30.193933
2018-07-10,177.52000427246094,177.72000122070312,176.7100067138672,177.32000732421875,23902500,QQQ,174.76800231933595,,,,,,,,,30.193933
2018-07-11,175.92999267578125,177.07000732421875,175.8000030517578,176.4199981689453,30280600,QQQ,175.89200134277343,,,,,,,,,30.193933
2018-07-12,177.1999969482422,179.4600067138672,177.0800018310547,179.4600067138672,27930100,QQQ,177.20000305175782,,,,,,,,,30.193933
2018-07-13,179.4499969482422,179.89999389648438,178.9499969482422,179.61000061035156,28049800,QQQ,178.0000030517578,175.37800140380858,,,,,,,,30.193933
2018-07-16,179.64999389648438,179.9499969482422,178.8800048828125,179.17999267578125,21405300,QQQ,178.39800109863282,176.1310012817383,,,,,,,4.386833118000536,30.193933
2018-07-17,177.27999877929688,180.64999389648438,177.27999877929688,180.27000427246094,31034100,QQQ,178.98800048828124,176.87800140380858,,,,,,,4.32291729674662,30.193933
2018-07-18,180.2899932861328,180.44000244140625,179.3800048828125,179.92999267578125,23220800,QQQ,179.68999938964845,177.79100036621094,,,,,,,5.345427084832523,30.193933
2018-07-19,179.27999877929688,179.8800048828125,178.82000732421875,179.02999877929688,31094100,QQQ,179.60399780273437,178.4020004272461,,,,,,,3.533426252053279,30.193933
2018-07-20,179.57000732421875,180.1699981689453,178.7899932861328,178.99000549316406,35897300,QQQ,179.47999877929686,178.74000091552733,,,,,72.16181276888247,,1.9247223227976353,30.193933
2018-07-23,178.4600067138672,179.63999938964844,177.74000549316406,179.55999755859375,22184700,QQQ,179.55599975585938,178.97700042724608,,,,,73.15681945039901,,1.337544491524694,30.193933
2018-07-24,181.41000366210938,182.0500030517578,179.55999755859375,180.3000030517578,36900300,QQQ,179.56199951171874,179.275,,,,,74.43440997640187,,1.68057500814915,30.193933
2018-07-25,180.3800048828125,182.92999267578125,180.2899932861328,182.82000732421875,35026600,QQQ,180.14000244140624,179.91500091552734,,,,,78.23363215135942,,3.6277118363557563,30.193933
2018-07-26,180.33999633789062,180.9199981689453,179.80999755859375,180.0500030517578,40873500,QQQ,180.34400329589843,179.9740005493164,,,,,66.53000970379885,,0.3287620170611723,30.193933
2018-07-27,181.19000244140625,181.30999755859375,176.60000610351562,177.6199951171875,59456100,QQQ,180.07000122070312,179.775,177.5765007019043,,,,58.29157779921513,,-1.1079591817836514,30.193933
2018-07-30,177.6300048828125,177.72999572753906,174.27000427246094,175.11000061035156,60193000,QQQ,179.18000183105468,179.36800079345704,177.74950103759767,,,,51.23429534250478,,-2.2714545327581126,30.193933
2018-07-31,175.8000030517578,177.1300048828125,174.82000732421875,176.4499969482422,47285100,QQQ,178.41000061035157,178.98600006103516,177.93200073242187,,,,54.40779058551114,,-2.1190476694310014,30.193933
2018-08-01,176.86000061035156,177.64999389648438,176.10000610351562,177.1199951171875,37101900,QQQ,177.2699981689453,178.7050003051758,178.24800033569335,,,,55.95130634625731,,-1.561717152769038,30.193933
2018-08-02,175.8699951171875,179.74000549316406,175.7899932861328,179.52999877929688,47178200,QQQ,177.16599731445314,178.75500030517577,178.57850036621093,,,,61.05828740263335,,0.27928280366933694,30.193933
2018-08-03,179.8699951171875,180.08999633789062,179.0800018310547,180.0800018310547,28934400,QQQ,177.65799865722656,178.86399993896484,178.8020004272461,,,,62.13717525959544,,0.6089705036252729,30.193933
2018-08-06,179.9600067138672,181.19000244140625,179.74000549316406,181.13999938964844,24808800,QQQ,178.86399841308594,179.02200012207032,178.9995002746582,,,,64.19599048304465,,0.8799297463451478,30.193933
2018-08-07,181.64999389648438,182.13999938964844,181.25999450683594,181.8000030517578,29895700,QQQ,179.93399963378906,179.1720001220703,179.22350006103517,,,,65.45552233186034,,0.8319467413261233,30.193933
2018-08-08,181.5500030517578,182.35000610351562,181.05999755859375,182.02000427246094,22680700,QQQ,180.91400146484375,179.09199981689454,179.50350036621094,,,,65.88631622456693,,-0.4375905369804859,30.193933
2018-08-09,181.91000366210938,182.6300048828125,181.63999938964844,181.91000366210938,18852900,QQQ,181.39000244140624,179.2779998779297,179.62600021362306,,,,65.44684111336501,,1.0330466974870753,30.193933
2018-08-10,180.67999267578125,181.22000122070312,179.83999633789062,180.52000427246094,33818500,QQQ,181.4780029296875,179.56800079345703,179.6715003967285,,,,60.000577174318735,,1.6327042196798351,30.193933
2018-08-13,180.85000610351562,182.00999450683594,180.24000549316406,180.32000732421875,26089200,QQQ,181.31400451660156,180.08900146484376,179.7285011291504,,,,59.23675077154006,,2.9752765094555085,30.193933
