Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %-10d,P/E Ratio
2018-06-29,243.47999572753906,244.9600067138672,242.58999633789062,242.72999572753906,3966200,DIA,,,,,,,,,,20.288101
2018-07-02,240.9199981689453,243.0399932861328,240.6199951171875,242.72999572753906,5700300,DIA,,,,,,,,,,20.288101
2018-07-03,244.05999755859375,244.3000030517578,241.35000610351562,241.66000366210938,3143800,DIA,,,,,,,,,,20.288101
2018-07-05,243.1300048828125,243.6699981689453,241.69000244140625,243.5500030517578,3294600,DIA,,,,,,,,,,20.288101
2018-07-06,243.30999755859375,245.1999969482422,242.80999755859375,244.60000610351562,3546000,DIA,243.0540008544922,,,,,,,,,20.288101
2018-07-09,245.77999877929688,248.0,245.75999450683594,247.83999633789062,3679300,DIA,244.0760009765625,,,,,,,,,20.288101
2018-07-10,248.52000427246094,249.47999572753906,248.4499969482422,249.22999572753906,3474700,DIA,245.3760009765625,,,,,,,,,20.288101
2018-07-11,247.33999633789062,248.16000366210938,246.63999938964844,247.0800018310547,4409800,DIA,246.46000061035156,,,,,,,,,20.288101
2018-07-12,249.07000732421875,249.44000244140625,248.1699981689453,249.3000030517578,3175400,DIA,247.61000061035156,,,,,,,,,20.288101
2018-07-13,249.24000549316406,250.4600067138672,248.92999267578125,250.1999969482422,3018100,DIA,248.72999877929686,245.89199981689453,,,,,,,,20.288101
2018-07-16,250.38999938964844,250.75,249.8300018310547,250.6699981689453,1881400,DIA,249.2959991455078,246.68600006103514,,,,,,,3.271125357872452,20.288101
2018-07-17,250.5500030517578,251.57000732421875,249.89999389648438,251.27999877929688,2960100,DIA,249.70599975585938,247.54100036621094,,,,,,,3.5224336514861845,20.288101
2018-07-18,251.38999938964844,252.1699981689453,251.02000427246094,252.02999877929688,2119600,DIA,250.6959991455078,248.5779998779297,,,,,,,4.29115077383136,20.288101
2018-07-19,251.22000122070312,251.6199951171875,250.61000061035156,250.7899932861328,2537400,DIA,250.9939971923828,249.3019989013672,,,,,,,2.972691498113593,20.288101
2018-07-20,249.82000732421875,251.0399932861328,249.67999267578125,250.44000244140625,2687800,DIA,251.04199829101563,249.88599853515626,,,,,72.24471862764003,,2.3875699886201627,20.288101
2018-07-23,250.2100067138672,250.60000610351562,249.6199951171875,250.25999450683594,1792000,DIA,250.95999755859376,250.12799835205078,,,,,71.44552225594835,,0.9764356862102386,20.288101
2018-07-24,251.25999450683594,252.66000366210938,251.05999755859375,252.2100067138672,5485300,DIA,251.1459991455078,250.4259994506836,,,,,74.70942006275294,,1.1956871313298523,20.288101
2018-07-25,251.57000732421875,254.16000366210938,250.92999267578125,254.02000427246094,4687600,DIA,251.54400024414062,251.11999969482423,,,,,77.30276683362028,,2.808807831461649,20.288101
2018-07-26,254.52000427246094,255.67999267578125,254.4499969482422,255.1199951171875,4175000,DIA,252.41000061035157,251.70199890136718,,,,,78.73021599201128,,2.334533491450212,20.288101
2018-07-27,255.11000061035156,255.60000610351562,253.47999572753906,254.25999450683594,5852900,DIA,253.1739990234375,252.10799865722657,248.99999923706054,,,,74.77094722001875,,1.6227008825398286,20.288101
2018-07-30,254.52999877929688,254.7899932861328,252.6699981689453,252.8699951171875,4484200,DIA,253.6959991455078,252.32799835205077,249.50699920654296,,,,68.75277888284437,,0.8776466925888133,20.288101
2018-07-31,253.69000244140625,254.67999267578125,253.60000610351562,254.1699981689453,3743100,DIA,254.08799743652344,252.61699829101562,250.0789993286133,,,,71.09595293970722,,1.1501111921712355,20.288101
2018-08-01,253.89999389648438,254.63999938964844,252.55999755859375,253.11000061035156,3159000,DIA,253.90599670410157,252.7249984741211,250.6514991760254,,,,66.7036913790486,,0.4285211428344477,20.288101
2018-08-02,251.4499969482422,253.41000366210938,251.02999877929688,253.10000610351562,4132600,DIA,253.5019989013672,252.95599975585938,251.12899932861328,,,,66.66187349849588,,0.9210944930913807,20.288101
2018-08-03,253.0399932861328,254.5,253.0399932861328,254.38999938964844,2469400,DIA,253.5279998779297,253.3509994506836,251.6184989929199,,,,69.33413034666319,,1.5772228516753595,20.288101
2018-08-06,254.22000122070312,255.24000549316406,253.6300048828125,254.85000610351562,2305400,DIA,253.92400207519532,253.81000061035155,251.96899948120117,,,,70.24990121567926,,1.834097217865283,20.288101
2018-08-07,255.97999572753906,256.760009765625,255.64999389648438,256.1199951171875,2394500,DIA,254.31400146484376,254.20099945068358,252.3134994506836,,,,72.67593746989405,,1.550290749469034,20.288101
2018-08-08,255.97000122070312,256.1199951171875,255.3800048828125,255.6199951171875,1876800,DIA,254.81600036621094,254.36099853515626,252.74049911499023,,,,70.24713489879224,,0.629868048899967,20.288101
2018-08-09,255.75999450683594,256.2300109863281,255.0,255.16000366210938,1677300,DIA,255.22799987792968,254.36499938964843,253.03349914550782,,,,67.99575986345383,,0.015682245879433076,20.288101
2018-08-10,253.67999267578125,253.89999389648438,252.39999389648438,253.3000030517578,4796900,DIA,255.01000061035157,254.2690002441406,253.1884994506836,,,,59.66832771951499,,-0.3775629182011624,20.288101
2018-08-13,253.57000732421875,253.9600067138672,251.6999969482422,252.0399932861328,3686700,DIA,254.447998046875,254.18600006103514,253.25699920654296,,,,54.77445320093485,,-0.32823262826024097,20.288101
2018-08-14,252.75999450683594,253.5500030517578,252.22999572753906,253.2100067138672,2815800,DIA,253.86600036621093,254.09000091552736,253.35349960327147,,,,58.20260319565478,,-0.3776966054191905,20.288101
2018-08-15,251.83999633789062,252.1999969482422,249.86000061035156,251.75999450683594,5804000,DIA,253.09400024414063,253.9550003051758,253.33999938964843,,,,52.85535347281311,,-0.5333673502667651,20.288101
2018-08-16,254.3699951171875,256.4100036621094,254.27999877929688,255.94000244140625,7919200,DIA,253.25,254.23899993896484,253.5974998474121,,,,63.31780583516071,1.8477393377642102,1.1220846580023756,20.288101
2018-08-17,255.22999572753906,257.1199951171875,255.02999877929688,256.510009765625,3902500,DIA,253.89200134277343,254.4510009765625,253.90100021362304,,,,64.47556002977129,1.9309882501616755,0.8333701722013642,20.288101
2018-08-20,257.1099853515625,257.7200012207031,256.9700012207031,257.42999267578125,2930700,DIA,254.97000122070312,254.70899963378906,254.2595001220703,,,,66.32303277090288,2.0475951430192936,1.012354918766484,20.288101
2018-08-21,257.92999267578125,258.70001220703125,257.760009765625,258.07000732421875,3290900,DIA,255.94200134277344,254.90400085449218,254.5525001525879,,,,67.58596132537207,2.1666747017657997,0.7613666422799296,20.288101
2018-08-22,258.0,258.20001220703125,257.04998779296875,257.17999267578125,3850600,DIA,257.0260009765625,255.06000061035155,254.71049957275392,,,,63.992078222198636,2.1642808832244214,0.6102799422551347,20.288101
2018-08-23,256.79998779296875,257.55999755859375,255.97999572753906,256.489990234375,2811900,DIA,257.13599853515626,255.19299926757813,254.77899932861328,,,,61.27184245057965,2.0826982849590365,0.5212363039572745,20.288101
2018-08-24,257.239990234375,258.17999267578125,256.989990234375,257.8500061035156,3631500,DIA,257.40399780273435,255.64799957275392,254.95849990844727,,,,64.47712603650115,2.1035371358796056,1.796290168550883,20.288101
2018-08-27,259.25,260.6499938964844,259.25,260.5799865722656,4111600,DIA,258.03399658203125,256.5019989013672,255.34399948120117,,,,69.86809108902507,2.313668157488223,3.3883484818370215,20.288101
2018-08-28,261.29998779296875,261.32000732421875,260.3500061035156,260.6400146484375,2713600,DIA,258.547998046875,257.24499969482423,255.6675003051758,,,,69.97598743153011,2.4567227000672744,2.9343263447587136,20.288101
2018-08-29,260.79998779296875,261.7699890136719,260.44000244140625,261.3299865722656,2433900,DIA,259.37799682617185,258.2019989013672,256.0784996032715,,,,71.25029748595607,2.595846125355422,3.8012362067992647,20.288101
2018-08-30,260.739990234375,261.1499938964844,259.45001220703125,260.010009765625,3867200,DIA,260.0820007324219,258.60899963378904,256.42399978637695,,,,65.52093830628326,2.5699663728394455,1.5902193035066954,20.288101
