Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %-10d,Actual Returns
2013-07-01,149.52000427246094,150.5,149.22000122070312,149.4199981689453,4895800,DIA,,,,,,,,,,
2013-07-02,149.14999389648438,150.2100067138672,148.39999389648438,148.92999267578125,4873800,DIA,,,,,,,,,,-0.003279383611088149
2013-07-03,148.4199981689453,149.97999572753906,148.25,149.5399932861328,2589400,DIA,,,,,,,,,,0.004095888272011905
2013-07-05,150.72000122070312,151.08999633789062,149.41000366210938,151.02000427246094,5528500,DIA,,,,,,,,,,0.009897091432231386
2013-07-08,151.77999877929688,152.42999267578125,151.67999267578125,152.02000427246094,4915600,DIA,150.18599853515624,,,,,,,,,0.006621639330613771
2013-07-09,152.7100067138672,152.99000549316406,152.22000122070312,152.7899932861328,5200200,DIA,150.85999755859376,,,,,,,,,0.005065050598813681
2013-07-10,152.77000427246094,153.2899932861328,152.36000061035156,152.7100067138672,6126900,DIA,151.61600036621093,,,,,,,,,-0.0005235066154878343
2013-07-11,154.35000610351562,154.6199951171875,153.7100067138672,154.3800048828125,5848400,DIA,152.58400268554686,,,,,,,,,0.01093574812077902
2013-07-12,154.4199981689453,154.75999450683594,153.88999938964844,154.1699981689453,6349800,DIA,153.21400146484376,,,,,,,,,-0.001360323275197417
2013-07-15,154.55999755859375,154.8699951171875,154.3300018310547,154.63999938964844,2751600,DIA,153.73800048828124,151.96199951171874,,,,,,,,0.003048590687457109
2013-07-16,154.60000610351562,154.74000549316406,153.92999267578125,154.3000030517578,3594600,DIA,154.04000244140624,152.45,,,,,,,3.1626732250780125,-0.0021986312676705033
2013-07-17,154.63999938964844,154.85000610351562,154.17999267578125,154.44000244140625,6504400,DIA,154.38600158691406,153.0010009765625,,,,,,,3.5677348345778936,0.000907319422420727
2013-07-18,154.97999572753906,155.74000549316406,154.55999755859375,155.33999633789062,6823000,DIA,154.5779998779297,153.58100128173828,,,,,,,3.7337473854073164,0.005827466215081234
2013-07-19,154.8800048828125,155.13999938964844,154.57000732421875,155.1199951171875,4828400,DIA,154.76799926757812,153.99100036621093,,,,,,,2.6431091888761142,-0.001416256121344217
2013-07-22,155.1199951171875,155.4199981689453,154.80999755859375,155.11000061035156,3165700,DIA,154.86199951171875,154.3,,,,,83.90949465850439,,1.9921322453301624,-6.443080937690304e-05
2013-07-23,155.57000732421875,155.6699981689453,155.0800018310547,155.36000061035156,3394100,DIA,155.0739990234375,154.55700073242187,,,,,84.40977778813979,,1.6542271589354716,0.0016117593902151839
2013-07-24,155.61000061035156,155.6999969482422,154.61000061035156,155.10000610351562,3894500,DIA,155.20599975585938,154.7960006713867,,,,,81.56936093408603,,1.5409408740147457,-0.001673497076560948
2013-07-25,154.5399932861328,155.25,154.1999969482422,155.1199951171875,5483500,DIA,155.16199951171876,154.86999969482423,,,,,81.62056839903669,,0.4770437452734345,0.00012887822621054923
2013-07-26,154.47999572753906,155.25,153.6699981689453,155.16000366210938,3859300,DIA,155.1700012207031,154.96900024414063,,,,,81.7299836581184,,0.6380545693463562,0.0002579199728032222
