Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %-10d,Actual Returns
2013-07-01,97.6500015258789,99.0999984741211,97.63999938964844,98.58000183105469,37805800,IWM,,,,,,,,,,
2013-07-02,98.16000366210938,98.8499984741211,97.44999694824219,98.08000183105469,36848900,IWM,,,,,,,,,,-0.005072022628452522
2013-07-03,97.7300033569336,98.63999938964844,97.58999633789062,98.27999877929688,19153600,IWM,,,,,,,,,,0.0020391205598333517
2013-07-05,99.37999725341797,99.75,98.30999755859375,99.66999816894531,29427500,IWM,,,,,,,,,,0.0141432581085994
2013-07-08,100.12999725341797,100.44000244140625,99.88999938964844,100.06999969482422,30905300,IWM,98.93600006103516,,,,,,,,,0.004013259087261911
2013-07-09,100.69999694824219,101.19999694824219,100.30000305175781,101.0,36010700,IWM,99.41999969482421,,,,,,,,,0.009293497631777115
2013-07-10,101.04000091552734,101.37999725341797,100.73999786376953,101.27999877929688,36061100,IWM,100.05999908447265,,,,,,,,,0.002772265141553154
2013-07-11,102.41999816894531,102.58999633789062,101.94000244140625,102.47000122070312,34434200,IWM,100.8979995727539,,,,,,,,,0.011749629302419518
2013-07-12,102.4800033569336,103.11000061035156,102.47000122070312,102.68000030517578,28584000,IWM,101.5,,,,,,,,,0.0020493713474283304
2013-07-15,102.94999694824219,103.68000030517578,102.83999633789062,103.58000183105469,30786600,IWM,102.20200042724609,100.56900024414062,,,,,,,,0.008765110276626409
2013-07-16,103.62000274658203,103.66999816894531,102.81999969482422,103.05999755859375,38630800,IWM,102.61399993896484,101.01699981689453,,,,,,,4.346978297755155,-0.005020315343391202
2013-07-17,103.63999938964844,103.94999694824219,103.23999786376953,103.45999908447266,28476600,IWM,103.05,101.55499954223633,,,,,,,5.200074715857409,0.003881249130163189
2013-07-18,103.7300033569336,104.58999633789062,103.66000366210938,104.1500015258789,32034100,IWM,103.38600006103516,102.14199981689453,,,,,,,5.636104330851564,0.0066692678089324
2013-07-19,104.05999755859375,104.30999755859375,103.73999786376953,104.30999755859375,22806600,IWM,103.71199951171874,102.60599975585937,,,,,,,4.448278686845931,0.001536207684789126
2013-07-22,104.4800033569336,104.76000213623047,104.12999725341797,104.52999877929688,25854900,IWM,103.9019989013672,103.05199966430663,,,,,87.23399785727788,,4.2667168626773195,0.002109109633326778
2013-07-23,104.91000366210938,104.94999694824219,104.25,104.45999908447266,26309700,IWM,104.18199920654297,103.3979995727539,,,,,86.41865317005687,,3.312271792836885,-0.0006696612995472639
2013-07-24,104.91000366210938,104.9800033569336,103.44000244140625,103.58999633789062,31809700,IWM,104.20799865722657,103.62899932861328,,,,,76.80960910902213,,2.2299426974193364,-0.0083285731783177
2013-07-25,103.47000122070312,104.6500015258789,103.33000183105469,104.54000091552734,46093900,IWM,104.28599853515625,103.8359992980957,,,,,79.4912555733717,,1.9801030004743012,0.009170813893438101
2013-07-26,103.95999908447266,104.16999816894531,103.36000061035156,104.12000274658203,23036800,IWM,104.24799957275391,103.97999954223633,,,,,75.34320605738888,,1.3830219010952929,-0.004017583367774136
2013-07-29,103.83999633789062,104.2699966430664,103.0,103.38999938964844,30360800,IWM,104.01999969482422,103.9609992980957,102.26499977111817,,,,68.63885497170173,,-0.1837725529818248,-0.007011173047222763
2013-07-30,103.69000244140625,103.87000274658203,103.11000061035156,103.4800033569336,26311000,IWM,103.82400054931641,104.00299987792968,102.5099998474121,,,,69.00506052352262,,0.4058811216802126,0.0008705287534238604
2013-07-31,103.88999938964844,104.68000030517578,103.61000061035156,103.66000366210938,38330400,IWM,103.83800201416015,104.02300033569335,102.78899993896485,,,,69.76544435753082,,0.19294286182803408,0.0017394694562862245
2013-08-01,104.68000030517578,105.3499984741211,103.75,105.06999969482422,34487100,IWM,103.94400177001953,104.1150001525879,103.12849998474121,,,,74.94967959960603,,0.8756049982082869,0.013602122158039576
2013-08-02,104.72000122070312,105.27999877929688,104.55999755859375,105.16000366210938,22983000,IWM,104.152001953125,104.20000076293945,103.40300025939942,,,,75.24151211102303,,0.8082979021632481,0.0008566095702537968
2013-08-05,105.05000305175781,105.62999725341797,104.9000015258789,105.5199966430664,14985000,IWM,104.5780014038086,104.2990005493164,103.67550010681153,,,,76.42454685655011,,0.9382087710998641,0.0034232880222573314
2013-08-06,105.22000122070312,105.31999969482422,104.1500015258789,104.45999908447266,24689300,IWM,104.77400054931641,104.2990005493164,103.84850006103515,,,,66.36842736300059,,0.0,-0.010045466189496866
2013-08-07,104.12000274658203,104.33999633789062,103.47000122070312,103.72000122070312,23362200,IWM,104.78600006103515,104.31200103759765,103.97050018310547,,,,60.393933069240354,,0.12534215318399963,-0.007084030923369289
2013-08-08,104.30000305175781,104.5999984741211,103.58000183105469,104.1500015258789,27640300,IWM,104.6020004272461,104.27300109863282,104.05450019836425,,,,62.506076900904226,,-0.374459322068787,0.004145779985682774
2013-08-09,103.93000030517578,104.56999969482422,103.5199966430664,104.04000091552734,27686900,IWM,104.37799987792968,104.26500091552734,104.12250022888183,,,,61.60105120517417,,-0.07689526177498113,-0.0010561748318768105
2013-08-12,103.33000183105469,104.62999725341797,103.33000183105469,104.58999633789062,18960800,IWM,104.19199981689454,104.38500061035157,104.17299995422363,,,,64.37822398505155,,1.1473343438749652,0.005286384251474985
2013-08-13,104.68000030517578,104.68000030517578,103.77999877929688,104.44999694824219,22812900,IWM,104.18999938964843,104.48199996948242,104.24249992370605,,,,63.12667393223792,,0.928667898180267,-0.00133855430299612
2013-08-14,104.4800033569336,104.63999938964844,104.01000213623047,104.04000091552734,23629000,IWM,104.25399932861328,104.51999969482422,104.2715000152588,,,,59.47983025809715,,0.3652414937274923,-0.0039252852531724836
2013-08-15,102.83999633789062,102.95999908447266,101.88999938964844,102.11000061035156,50044500,IWM,103.84599914550782,104.22399978637695,104.16949996948242,,,,46.00623877311043,,-2.8988336762115168,-0.01855056024790691
2013-08-16,101.80999755859375,102.37999725341797,101.55000305175781,101.68000030517578,36059500,IWM,103.3739990234375,103.8759994506836,104.03800010681152,,,,43.63464049300775,0.4697163134560469,-3.422505258151983,-0.00421114780732057
2013-08-19,101.63999938964844,101.87999725341797,100.58999633789062,100.6500015258789,25184600,IWM,102.58600006103515,103.38899993896484,103.84400024414063,,,,38.513257233532734,0.20160234760186313,-4.838544504080646,-0.010129807004381375
2013-08-20,100.7699966430664,102.33000183105469,100.70999908447266,102.0999984741211,32450400,IWM,102.11600036621094,103.15299987792969,103.72600021362305,,,,47.80141651846849,0.10491335771718013,-2.311459985917378,0.014406328129755286
2013-08-21,101.69000244140625,102.5,101.01000213623047,101.4800033569336,41452900,IWM,101.60400085449218,102.92900009155274,103.6205005645752,,,,44.69263639772025,-0.021494018152935723,-2.207329315797154,-0.006072430229709047
2013-08-22,101.81999969482422,102.98999786376953,101.79000091552734,102.91000366210938,24006100,IWM,101.76400146484374,102.80500030517578,103.5390007019043,,,,52.38447802396391,-0.00621209150548907,-1.2049342334501232,0.01409144913157001
2013-08-23,103.19000244140625,103.25,102.44999694824219,103.16999816894531,20801100,IWM,102.06200103759765,102.71800003051757,103.49150047302246,,,,53.64671421166632,0.026572023552844826,-0.8432710691313229,0.002526425979825886
2013-08-26,103.36000061035156,103.81999969482422,102.7699966430664,103.18000030517578,23376100,IWM,102.56800079345703,102.57700042724609,103.48100051879882,,,,53.697566344419954,0.05275265990978539,-1.3665400548017972,9.694810902383111e-05
2013-08-27,101.94000244140625,102.38999938964844,100.55999755859375,100.76000213623047,47269300,IWM,102.30000152587891,102.20800094604492,103.34500045776367,,,,41.760421234097144,-0.12038490240347244,-3.6621623002972328,-0.023454139966928467
2013-08-28,100.62000274658203,101.36000061035156,100.5,100.95999908447266,28927500,IWM,102.19600067138671,101.90000076293946,103.21000022888184,,,,42.89034315815786,-0.2387079094568918,-3.0507149950325054,0.001984884319194302
2013-08-29,100.88999938964844,102.36000061035156,100.80999755859375,101.97000122070312,27628600,IWM,102.00800018310547,101.88600082397461,103.05500030517578,,,,48.341124554761365,-0.24812083107343597,-0.13729468272283712,0.0100039832150296
2013-08-30,101.98999786376953,102.05000305175781,100.23999786376953,100.37999725341797,43334600,IWM,101.45,101.75600051879883,102.81599998474121,,,,41.60840024018286,-0.3795059627094446,-1.2950817765773022,-0.015592860137794484
2013-09-03,101.86000061035156,102.37000274658203,100.12999725341797,101.05999755859375,37995800,IWM,101.0259994506836,101.79700012207032,102.59300003051757,,,,45.1282069704796,-0.42387313878963084,0.4056956685330726,0.006774261045844332
